DefaultDisturbanceTypeId,DefaultEcoBoundaryId,AnnualOrder,DMId,Name,Description
20,14,1,37,Aspen Defoliators Type E (Montane Cordillera),Default Aspen Defoliators - Type E Disturbance Matrix
20,18,1,37,Aspen Defoliators Type E (Semiarid Prairies),Default Aspen Defoliators - Type E Disturbance Matrix
21,4,1,38,Aspen Defoliators Type F (Taiga Plains),Default Aspen Defoliators - Type F Disturbance Matrix
21,5,1,38,Aspen Defoliators Type F (Taiga Shield West),Default Aspen Defoliators - Type F Disturbance Matrix
21,6,1,38,Aspen Defoliators Type F (Boreal Shield West),Default Aspen Defoliators - Type F Disturbance Matrix
21,9,1,38,Aspen Defoliators Type F (Boreal Plains),Default Aspen Defoliators - Type F Disturbance Matrix
21,10,1,38,Aspen Defoliators Type F (Subhumid Prairies),Default Aspen Defoliators - Type F Disturbance Matrix
21,14,1,38,Aspen Defoliators Type F (Montane Cordillera),Default Aspen Defoliators - Type F Disturbance Matrix
21,18,1,38,Aspen Defoliators Type F (Semiarid Prairies),Default Aspen Defoliators - Type F Disturbance Matrix
130,4,1,78,Salvage logging after fire-Taiga Plains DM,Default Salvage logging after fire Disturbance Matrix for Taiga Plains ecozone
130,5,1,78,Salvage logging after fire-Taiga Shield West DM,Default Salvage logging after fire Disturbance Matrix for Taiga Shield West ecozone
130,6,1,78,Salvage logging after fire-Boreal Shield West DM,Default Salvage logging after fire Disturbance Matrix for Boreal Shield West ecozone
130,7,1,78,Salvage logging after fire-Atlantic Maritime DM,Default Salvage logging after fire Disturbance Matrix for Atlantic Maritime ecozone
130,8,1,78,Salvage logging after fire-Mixedwood Plains DM,Default Salvage logging after fire Disturbance Matrix for Mixedwood Plains ecozone
130,9,1,78,Salvage logging after fire-Boreal plains DM,Default Salvage logging after fire Disturbance Matrix for Boreal plains ecozone
130,10,1,78,Salvage logging after fire-Subhumid Prairies DM,Default Salvage logging after fire Disturbance Matrix for Subhumid Prairies ecozone
130,11,1,78,Salvage logging after fire-Taiga Cordillera DM,Default Salvage logging after fire Disturbance Matrix for Taiga Cordillera ecozone
130,12,1,78,Salvage logging after fire-Boreal Cordillera DM,Default Salvage logging after fire Disturbance Matrix for Boreal Cordillera ecozone
130,13,1,78,Salvage logging after fire-Pacific Maritime DM,Default Salvage logging after fire Disturbance Matrix for Pacific Maritime ecozone
130,14,1,78,Salvage logging after fire-Montane Cordillera DM,Default Salvage logging after fire Disturbance Matrix for Montane Cordillera ecozone
130,15,1,78,Salvage logging after fire-Hudson Plains DM,Default Salvage logging after fire Disturbance Matrix for Hudson Plains ecozone
130,16,1,78,Salvage logging after fire-Taiga Shield East DM,Default Salvage logging after fire Disturbance Matrix for Taiga Shield East ecozone
130,17,1,78,Salvage logging after fire-Boreal Shield East DM,Default Salvage logging after fire Disturbance Matrix for Boreal Shield East ecozone
130,18,1,78,Salvage logging after fire-Semiarid Prairies DM,Default Salvage logging after fire Disturbance Matrix for Semiarid Prairies ecozone
131,4,1,79,Salvage logging after insects-Taiga Plains DM,Default Salvage logging after insects Disturbance Matrix for Taiga Plains ecozone
131,5,1,79,Salvage logging after insects-Taiga Shield West DM,Default Salvage logging after insects Disturbance Matrix for Taiga Shield West ecozone
131,6,1,79,Salvage logging after insects-Boreal Shield West DM,Default Salvage logging after insects Disturbance Matrix for Boreal Shield West ecozone
131,7,1,79,Salvage logging after insects-Atlantic Maritime DM,Default Salvage logging after insects Disturbance Matrix for Atlantic Maritime ecozone
131,8,1,79,Salvage logging after insects-Mixedwood Plains DM,Default Salvage logging after insects Disturbance Matrix for Mixedwood Plains ecozone
131,9,1,79,Salvage logging after insects-Boreal plains DM,Default Salvage logging after insects Disturbance Matrix for Boreal plains ecozone
131,10,1,79,Salvage logging after insects-Subhumid Prairies DM,Default Salvage logging after insects Disturbance Matrix for Subhumid Prairies ecozone
131,11,1,79,Salvage logging after insects-Taiga Cordillera DM,Default Salvage logging after insects Disturbance Matrix for Taiga Cordillera ecozone
131,12,1,79,Salvage logging after insects-Boreal Cordillera DM,Default Salvage logging after insects Disturbance Matrix for Boreal Cordillera ecozone
131,13,1,79,Salvage logging after insects-Pacific Maritime DM,Default Salvage logging after insects Disturbance Matrix for Pacific Maritime ecozone
131,14,1,79,Salvage logging after insects-Montane Cordillera DM,Default Salvage logging after insects Disturbance Matrix for Montane Cordillera ecozone
131,15,1,79,Salvage logging after insects-Hudson Plains DM,Default Salvage logging after insects Disturbance Matrix for Hudson Plains ecozone
131,16,1,79,Salvage logging after insects-Taiga Shield East DM,Default Salvage logging after insects Disturbance Matrix for Taiga Shield East ecozone
131,17,1,79,Salvage logging after insects-Boreal Shield East DM,Default Salvage logging after insects Disturbance Matrix for Boreal Shield East ecozone
131,18,1,79,Salvage logging after insects-Semiarid Prairies DM,Default Salvage logging after insects Disturbance Matrix for Semiarid Prairies ecozone
132,4,1,83,Eastern Hemlock Looper Light defoliation-Taiga Plains,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Taiga Plains
132,5,1,83,Eastern Hemlock Looper Light defoliation-Taiga Shield West,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Taiga Shield West
132,6,1,83,Eastern Hemlock Looper Light defoliation-Boreal Shield West,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Boreal Shield West
132,7,1,83,Eastern Hemlock Looper Light defoliation-Atlantic Maritime,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Atlantic Maritime
132,8,1,83,Eastern Hemlock Looper Light defoliation-Mixedwood Plains,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Mixedwood Plains
132,9,1,83,Eastern Hemlock Looper Light defoliation-Boreal Plains,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Boreal Plains
132,10,1,83,Eastern Hemlock Looper Light defoliation-Subhumid Prairies,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Subhumid Prairies
132,11,1,83,Eastern Hemlock Looper Light defoliation-Taiga Cordillera,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Taiga Cordillera
132,12,1,83,Eastern Hemlock Looper Light defoliation-Boreal Cordillera,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Boreal Cordillera
132,13,1,83,Eastern Hemlock Looper Light defoliation-Pacific Maritime,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Pacific Maritime
132,14,1,83,Eastern Hemlock Looper Light defoliation-Montane Cordillera,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Montane Cordillera
132,15,1,83,Eastern Hemlock Looper Light defoliation-Hudson Plains,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Hudson Plains
132,16,1,83,Eastern Hemlock Looper Light defoliation-Taiga Shield East,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Taiga Shield East
132,17,1,83,Eastern Hemlock Looper Light defoliation-Boreal Shield East,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Boreal Shield East
132,18,1,83,Eastern Hemlock Looper Light defoliation-Semiarid Prairies,Default Eastern Hemlock Looper Light defoliation Disturbance Matrix for Semiarid Prairies
133,4,1,84,Eastern Hemlock Looper Moderate defoliation-Taiga Plains,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Taiga Plains
133,5,1,84,Eastern Hemlock Looper Moderate defoliation-Taiga Shield West,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Taiga Shield West
133,6,1,84,Eastern Hemlock Looper Moderate defoliation-Boreal Shield West,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Boreal Shield West
133,7,1,84,Eastern Hemlock Looper Moderate defoliation-Atlantic Maritime,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Atlantic Maritime
133,8,1,84,Eastern Hemlock Looper Moderate defoliation-Mixedwood Plains,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Mixedwood Plains
133,9,1,84,Eastern Hemlock Looper Moderate defoliation-Boreal Plains,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Boreal Plains
133,10,1,84,Eastern Hemlock Looper Moderate defoliation-Subhumid Prairies,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Subhumid Prairies
133,11,1,84,Eastern Hemlock Looper Moderate defoliation-Taiga Cordillera,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Taiga Cordillera
133,12,1,84,Eastern Hemlock Looper Moderate defoliation-Boreal Cordillera,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Boreal Cordillera
133,13,1,84,Eastern Hemlock Looper Moderate defoliation-Pacific Maritime,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Pacific Maritime
133,14,1,84,Eastern Hemlock Looper Moderate defoliation-Montane Cordillera,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Montane Cordillera
133,15,1,84,Eastern Hemlock Looper Moderate defoliation-Hudson Plains,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Hudson Plains
133,16,1,84,Eastern Hemlock Looper Moderate defoliation-Taiga Shield East,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Taiga Shield East
133,17,1,84,Eastern Hemlock Looper Moderate defoliation-Boreal Shield East,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Boreal Shield East
133,18,1,84,Eastern Hemlock Looper Moderate defoliation-Semiarid Prairies,Default Eastern Hemlock Looper Moderate defoliation Disturbance Matrix for Semiarid Prairies
134,4,1,85,Eastern Hemlock Looper Severe defoliation-Taiga Plains,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Taiga Plains
134,5,1,85,Eastern Hemlock Looper Severe defoliation-Taiga Shield West,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Taiga Shield West
134,6,1,85,Eastern Hemlock Looper Severe defoliation-Boreal Shield West,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Boreal Shield West
134,7,1,85,Eastern Hemlock Looper Severe defoliation-Atlantic Maritime,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Atlantic Maritime
134,8,1,85,Eastern Hemlock Looper Severe defoliation-Mixedwood Plains,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Mixedwood Plains
134,9,1,85,Eastern Hemlock Looper Severe defoliation-Boreal Plains,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Boreal Plains
134,10,1,85,Eastern Hemlock Looper Severe defoliation-Subhumid Prairies,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Subhumid Prairies
134,11,1,85,Eastern Hemlock Looper Severe defoliation-Taiga Cordillera,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Taiga Cordillera
134,12,1,85,Eastern Hemlock Looper Severe defoliation-Boreal Cordillera,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Boreal Cordillera
134,13,1,85,Eastern Hemlock Looper Severe defoliation-Pacific Maritime,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Pacific Maritime
134,14,1,85,Eastern Hemlock Looper Severe defoliation-Montane Cordillera,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Montane Cordillera
134,15,1,85,Eastern Hemlock Looper Severe defoliation-Hudson Plains,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Hudson Plains
134,16,1,85,Eastern Hemlock Looper Severe defoliation-Taiga Shield East,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Taiga Shield East
134,17,1,85,Eastern Hemlock Looper Severe defoliation-Boreal Shield East,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Boreal Shield East
134,18,1,85,Eastern Hemlock Looper Severe defoliation-Semiarid Prairies,Default Eastern Hemlock Looper Severe defoliation Disturbance Matrix for Semiarid Prairies
135,4,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Taiga Plains,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Taiga Plains
135,5,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Taiga Shield West,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Taiga Shield West
135,6,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Boreal Shield West,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Boreal Shield West
135,7,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Atlantic Maritime,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Atlantic Maritime
135,8,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Mixedwood Plains,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Mixedwood Plains
135,9,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Boreal Plains,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Boreal Plains
135,10,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Subhumid Prairies,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Subhumid Prairies
135,11,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Taiga Cordillera,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Taiga Cordillera
135,12,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Boreal Cordillera,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Boreal Cordillera
135,13,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Pacific Maritime,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Pacific Maritime
135,14,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Montane Cordillera,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Montane Cordillera
135,15,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Hudson Plains,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Hudson Plains
135,16,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Taiga Shield East,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Taiga Shield East
135,17,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Boreal Shield East,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Boreal Shield East
135,18,1,86,Eastern Hemlock Looper Severe cumulative defoliation-Semiarid Prairies,Default Eastern Hemlock Looper Severe cumulative defoliation Disturbance Matrix for Semiarid Prairies
136,4,1,43,Mountain Pine Beetle - Low Impact-Taiga Plains,Default Mountain Pine Beetle - Low Impact Disturbance Matrix for Taiga Plains
136,5,1,43,Mountain Pine Beetle - Low Impact-Taiga Shield West,Default Mountain Pine Beetle - Low Impact Disturbance Matrix for Taiga Shield West
136,6,1,43,Mountain Pine Beetle - Low Impact-Boreal Shield West,Default Mountain Pine Beetle - Low Impact Disturbance Matrix for Boreal Shield West
136,7,1,43,Mountain Pine Beetle - Low Impact-Atlantic Maritime,Default Mountain Pine Beetle - Low Impact Disturbance Matrix for Atlantic Maritime
136,8,1,43,Mountain Pine Beetle - Low Impact-Mixedwood Plains,Default Mountain Pine Beetle - Low Impact Disturbance Matrix for Mixedwood Plains
136,9,1,43,Mountain Pine Beetle - Low Impact-Boreal Plains,Default Mountain Pine Beetle - Low Impact Disturbance Matrix for Boreal Plains
136,10,1,43,Mountain Pine Beetle - Low Impact-Subhumid Prairies,Default Mountain Pine Beetle - Low Impact Disturbance Matrix for Subhumid Prairies
136,11,1,43,Mountain Pine Beetle - Low Impact-Taiga Cordillera,Default Mountain Pine Beetle - Low Impact Disturbance Matrix for Taiga Cordillera
136,12,1,43,Mountain Pine Beetle - Low Impact-Boreal Cordillera,Default Mountain Pine Beetle - Low Impact Disturbance Matrix for Boreal Cordillera
136,13,1,43,Mountain Pine Beetle - Low Impact-Pacific Maritime,Default Mountain Pine Beetle - Low Impact Disturbance Matrix for Pacific Maritime
